,location,total_sqft,bath,price,bhk
5144,Marathahalli,1270.0,2.0,73.0,2
5146,Marathahalli,950.0,2.0,46.7,2
5147,Marathahalli,1550.0,3.0,85.0,3
5148,Marathahalli,1019.0,2.0,49.86,2
5149,Marathahalli,1144.0,2.0,65.0,2
5150,Marathahalli,1240.0,2.0,55.0,2
5151,Marathahalli,1100.0,2.0,75.0,1
5152,Marathahalli,1156.0,2.0,52.0,2
5153,Marathahalli,2524.0,5.0,180.0,4
5154,Marathahalli,1135.0,2.0,60.0,2
5155,Marathahalli,1839.0,3.0,130.0,3
5156,Marathahalli,1170.0,2.0,85.0,2
5157,Marathahalli,1102.0,2.0,53.67,2
5158,Marathahalli,1108.0,2.0,60.0,3
5159,Marathahalli,1449.0,3.0,110.0,3
5160,Marathahalli,1360.0,2.0,101.0,2
5161,Marathahalli,1026.0,2.0,50.18,2
5164,Marathahalli,1270.0,2.0,80.0,2
5165,Marathahalli,1100.0,2.0,50.0,2
5166,Marathahalli,1196.0,2.0,57.95,2
5168,Marathahalli,1485.0,2.0,90.0,3
5169,Marathahalli,1146.0,2.0,69.0,2
5170,Margondanahalli,1090.0,2.0,58.0,2
5171,Margondanahalli,1200.0,2.0,58.5,2
5172,Margondanahalli,1200.0,2.0,67.0,2
5174,Margondanahalli,1000.0,2.0,57.0,2
5176,Margondanahalli,600.0,2.0,35.0,2
5177,Margondanahalli,1200.0,2.0,69.0,2
5178,Margondanahalli,900.0,2.0,49.0,2
5179,Margondanahalli,1140.0,2.0,60.0,2
5180,Margondanahalli,1100.0,2.0,55.0,2
5181,Margondanahalli,1152.0,1.0,66.0,2
5183,Margondanahalli,1200.0,2.0,65.0,2
5184,Margondanahalli,1050.0,2.0,58.0,2
5185,Margondanahalli,1160.0,2.0,65.0,2
5186,Margondanahalli,1334.0,2.0,67.76,2
5187,Marsur,1800.0,4.0,145.0,4
5188,Marsur,1200.0,3.0,90.0,3
5189,Marsur,1200.0,3.0,120.0,3
5190,Mico Layout,5000.0,9.0,210.0,9
5191,Mico Layout,1550.0,2.0,65.0,3
5192,Mico Layout,1125.0,2.0,40.0,2
5193,Mico Layout,1190.0,2.0,39.25,2
5194,Mico Layout,800.0,1.0,29.5,1
5195,Mico Layout,1250.0,2.0,44.0,3
5196,Mico Layout,1171.0,2.0,39.0,2
5197,Mico Layout,1200.0,2.0,53.5,2
5198,Mico Layout,1670.0,3.0,59.0,3
5199,Mico Layout,1140.0,2.0,43.0,2
5200,Munnekollal,1170.0,2.0,52.0,2
5201,Munnekollal,1102.0,2.0,53.67,2
5202,Munnekollal,1390.0,3.0,68.0,3
5203,Munnekollal,1200.0,2.0,49.5,2
5204,Munnekollal,950.0,2.0,46.5,2
5205,Munnekollal,1560.0,3.0,75.0,3
5206,Munnekollal,1750.0,3.0,86.5,3
5207,Munnekollal,1385.0,2.0,66.5,3
5208,Munnekollal,1080.0,2.0,45.0,2
5209,Munnekollal,1170.0,2.0,59.0,2
5211,Munnekollal,1200.0,2.0,57.9,3
5212,Munnekollal,1030.0,2.0,50.36,2
5213,Murugeshpalya,1296.0,2.0,81.0,2
5214,Murugeshpalya,1550.0,3.0,74.0,3
5215,Murugeshpalya,1845.0,3.0,91.0,3
5216,Murugeshpalya,1185.0,2.0,85.0,2
5217,Murugeshpalya,1225.0,2.0,48.0,2
5218,Murugeshpalya,1930.0,3.0,75.0,3
5219,Murugeshpalya,1600.0,2.0,65.0,3
5220,Murugeshpalya,1344.0,2.0,56.0,3
5221,Murugeshpalya,1500.0,2.0,70.0,3
5222,Murugeshpalya,1855.0,3.0,96.0,3
5223,Murugeshpalya,1175.0,2.0,75.0,2
5224,Mysore Road,1175.0,2.0,73.5,2
5225,Mysore Road,1710.0,4.0,91.31,3
5226,Mysore Road,1020.0,2.0,48.95,2
5227,Mysore Road,1175.0,2.0,73.5,2
5228,Mysore Road,1070.0,2.0,45.0,2
5229,Mysore Road,1239.0,2.0,53.0,2
5230,Mysore Road,1060.0,2.0,62.0,2
5231,Mysore Road,980.0,2.0,45.47,2
5232,Mysore Road,883.0,2.0,40.0,2
5233,Mysore Road,1525.0,3.0,96.0,3
5234,Mysore Road,1200.0,2.0,65.0,2
5238,Mysore Road,883.0,2.0,40.95,2
5239,Mysore Road,1070.0,2.0,49.65,2
5241,Mysore Road,883.0,2.0,50.0,2
5242,Mysore Road,1155.0,2.0,51.0,2
5243,Mysore Road,1003.0,2.0,43.0,2
5244,Mysore Road,1237.0,2.0,73.0,2
5245,Mysore Road,883.0,2.0,45.0,2
5246,Mysore Road,1170.0,2.0,65.0,2
5247,Mysore Road,1029.5,2.0,50.855,2
5248,Mysore Road,940.0,2.0,43.61,2
5250,Mysore Road,1020.0,2.0,48.95,2
5251,Mysore Road,1568.0,2.0,100.0,3
5253,Mysore Road,1560.0,2.0,83.3,3
5254,Mysore Road,1175.0,2.0,70.5,2
5255,Mysore Road,1080.0,2.0,60.0,3
5257,Mysore Road,883.0,2.0,37.0,2
5259,NGR Layout,1020.0,2.0,45.9,2
5260,NGR Layout,1105.0,2.0,49.73,2
5261,NGR Layout,1022.0,2.0,45.9,2
5262,NGR Layout,1020.0,2.0,45.0,2
5263,NGR Layout,1019.0,2.0,45.9,2
5264,NGR Layout,1020.0,2.0,46.0,2
5265,NGR Layout,1021.0,2.0,46.0,2
5266,NGR Layout,1021.0,2.0,45.9,2
5267,NRI Layout,1565.0,2.0,75.0,3
5268,NRI Layout,2500.0,5.0,130.0,5
5269,NRI Layout,1125.0,2.0,45.56,2
5270,NRI Layout,2150.0,4.0,115.0,4
5271,NRI Layout,1250.0,2.0,75.0,2
5272,NRI Layout,1789.0,3.0,75.0,3
5273,NRI Layout,1731.0,3.0,64.11,3
5274,NRI Layout,2400.0,2.0,125.0,2
5275,Nagadevanahalli,1080.0,2.0,39.0,2
5276,Nagadevanahalli,1090.0,2.0,36.0,2
5277,Nagadevanahalli,1250.0,2.0,65.0,3
5278,Nagadevanahalli,2400.0,2.0,135.0,2
5279,Nagadevanahalli,1240.0,2.0,65.0,3
5280,Nagadevanahalli,1240.0,2.0,65.0,3
5281,Naganathapura,1001.0,2.0,33.03,2
5282,Naganathapura,1103.0,2.0,55.0,2
5283,Naganathapura,1143.0,2.0,62.0,2
5284,Naganathapura,2260.0,3.0,80.0,2
5285,Naganathapura,600.0,1.0,33.0,1
5286,Naganathapura,1451.0,3.0,68.0,3
5287,Naganathapura,1200.0,1.0,39.82,1
5288,Nagappa Reddy Layout,1209.0,2.0,50.0,2
5289,Nagappa Reddy Layout,1100.0,2.0,43.5,2
5290,Nagappa Reddy Layout,1495.0,2.0,65.0,3
5291,Nagappa Reddy Layout,1820.0,3.0,79.5,3
5292,Nagappa Reddy Layout,1350.0,3.0,60.0,3
5293,Nagappa Reddy Layout,1495.0,2.0,70.0,3
5295,Nagarbhavi,1350.0,3.0,150.0,3
5296,Nagarbhavi,1200.0,2.0,150.0,2
5298,Nagarbhavi,2400.0,3.0,160.0,3
5299,Nagarbhavi,884.0,2.0,36.0,1
5300,Nagarbhavi,1055.0,2.0,55.0,2
5302,Nagarbhavi,1223.0,2.0,60.0,2
5303,Nagarbhavi,956.0,2.0,49.0,2
5305,Nagarbhavi,1200.0,2.0,150.0,2
5308,Nagarbhavi,1145.0,2.0,40.0,2
5309,Nagarbhavi,300.0,1.0,20.0,1
5310,Nagarbhavi,1250.0,3.0,175.0,4
5311,Nagarbhavi,710.0,2.0,40.0,1
5313,Nagarbhavi,1212.0,2.0,50.0,2
5314,Nagarbhavi,1020.0,2.0,55.0,2
5316,Nagarbhavi,1120.0,2.0,53.0,2
5318,Nagarbhavi,1146.0,2.0,50.0,2
5320,Nagarbhavi,1190.0,2.0,63.0,2
5322,Nagarbhavi,1050.0,2.0,80.0,2
5323,Nagarbhavi,2500.0,3.0,180.0,5
5325,Nagarbhavi,1250.0,3.0,170.0,2
5327,Nagarbhavi,1400.0,2.0,135.0,3
5329,Nagarbhavi,1100.0,2.0,46.2,2
5330,Nagarbhavi,1080.0,2.0,49.0,2
5331,Nagarbhavi,1800.0,3.0,180.0,4
5332,Nagarbhavi,1225.0,2.0,58.0,2
5333,Nagasandra,980.0,2.0,48.0,2
5334,Nagasandra,2400.0,4.0,145.0,4
5335,Nagasandra,7000.0,8.0,450.0,4
5336,Nagasandra,1650.0,3.0,95.0,3
5337,Nagasandra,1500.0,2.0,91.0,2
5338,Nagavara,400.0,1.0,14.0,1
5339,Nagavara,2172.65,3.0,120.0,4
5341,Nagavara,2319.0,3.0,180.0,3
5342,Nagavara,2430.0,4.0,180.0,3
5343,Nagavara,936.0,2.0,40.2,2
5344,Nagavara,1125.0,2.0,44.5,2
5345,Nagavara,1315.0,2.0,70.0,2
5346,Nagavara,1077.0,2.0,50.0,2
5347,Nagavara,2496.0,4.0,125.0,4
5348,Nagavara,1110.0,2.0,44.95,2
5349,Nagavara,1247.0,2.0,58.56,2
5350,Nagavarapalya,1392.0,2.0,99.0,2
5351,Nagavarapalya,705.0,1.0,52.5,1
5352,Nagavarapalya,1300.0,3.0,80.0,3
5353,Nagavarapalya,705.0,1.0,57.0,1
5354,Nagavarapalya,705.0,1.0,55.0,1
5355,Nagavarapalya,705.0,1.0,57.0,1
5356,Nagavarapalya,1335.0,2.0,110.0,2
5357,Nagavarapalya,1260.0,2.0,85.5,2
5358,Narayanapura,1308.0,2.0,89.04,2
5359,Narayanapura,1566.0,3.0,83.3,3
5360,Narayanapura,1485.0,3.0,85.0,3
5361,Narayanapura,1302.0,2.0,69.1,2
5362,Narayanapura,1308.0,2.0,89.04,2
5363,Narayanapura,2357.0,3.0,135.0,3
5364,Narayanapura,2357.0,3.0,135.0,3
5365,Narayanapura,1469.0,2.0,99.14,2
5366,Neeladri Nagar,1053.0,2.0,45.0,2
5367,Neeladri Nagar,1363.0,2.0,68.0,2
5368,Neeladri Nagar,2556.0,3.0,133.0,3
5369,Neeladri Nagar,674.0,1.0,21.0,1
5370,Neeladri Nagar,527.0,1.0,26.0,1
5371,Neeladri Nagar,1167.0,2.0,38.0,3
5372,Neeladri Nagar,1060.0,2.0,35.0,2
5373,Neeladri Nagar,640.0,1.0,20.5,1
5374,Neeladri Nagar,4000.0,12.0,160.0,10
5375,Neeladri Nagar,1105.0,2.0,30.0,2
5376,Neeladri Nagar,1100.0,2.0,30.0,2
5377,Neeladri Nagar,2111.0,3.0,103.0,3
5378,Nehru Nagar,1775.0,3.0,110.0,3
5379,Nehru Nagar,2363.0,5.0,120.0,4
5380,Nehru Nagar,2342.0,3.0,115.0,4
5381,Nehru Nagar,967.0,2.0,41.1,2
5382,Nehru Nagar,1374.0,3.0,72.0,3
5383,Nehru Nagar,1674.0,3.0,90.0,3
5384,Nehru Nagar,1269.0,2.0,63.0,3
5385,Nehru Nagar,1100.0,2.0,50.0,2
5386,Nehru Nagar,1674.0,3.0,81.0,3
5387,OMBR Layout,2420.0,3.0,185.0,3
5388,OMBR Layout,1078.0,2.0,65.0,2
5389,OMBR Layout,1101.0,2.0,65.5,2
5390,OMBR Layout,1041.0,2.0,65.5,2
5391,OMBR Layout,1300.0,2.0,80.0,2
5392,OMBR Layout,1085.0,2.0,64.0,2
5393,OMBR Layout,1855.0,3.0,145.0,3
5394,OMBR Layout,1050.0,2.0,48.0,2
5396,OMBR Layout,1165.0,2.0,88.5,2
5397,OMBR Layout,1101.0,2.0,66.0,2
5398,OMBR Layout,3400.0,4.0,275.0,4
5400,Old Airport Road,2732.0,4.0,204.0,4
5402,Old Airport Road,3356.0,4.0,251.0,4
5403,Old Airport Road,1206.0,2.0,75.0,2
5404,Old Airport Road,2774.0,4.0,207.0,4
5405,Old Airport Road,2690.0,4.0,191.0,4
5406,Old Airport Road,2690.0,4.0,199.0,4
5407,Old Airport Road,1655.0,2.0,97.65,2
5408,Old Airport Road,1075.0,2.0,60.0,2
5409,Old Airport Road,1858.0,2.0,167.0,3
5410,Old Airport Road,1150.0,2.0,90.0,2
5411,Old Airport Road,2690.0,4.0,191.0,4
5412,Old Airport Road,2658.0,5.0,187.0,4
5413,Old Airport Road,946.0,2.0,58.0,2
5414,Old Airport Road,2774.0,4.0,208.0,4
5415,Old Airport Road,2774.0,4.0,208.0,4
5416,Old Airport Road,3200.0,4.0,280.0,4
5417,Old Airport Road,2690.0,4.0,201.0,4
5418,Old Airport Road,1145.0,2.0,75.0,2
5419,Old Airport Road,2732.0,4.0,194.0,4
5420,Old Airport Road,2658.0,5.0,189.0,4
5421,Old Airport Road,2774.0,4.0,197.0,4
5422,Old Airport Road,3496.0,4.0,262.0,4
5423,Old Airport Road,2774.0,4.0,197.0,4
5424,Old Airport Road,2732.0,4.0,204.0,4
5425,Old Airport Road,1798.0,3.0,150.0,3
5426,Old Airport Road,2774.0,4.0,208.0,4
5427,Old Airport Road,1184.0,2.0,78.0,2
5428,Old Airport Road,3504.0,4.0,262.0,4
5429,Old Airport Road,1055.0,2.0,75.0,2
5430,Old Madras Road,1425.0,2.0,94.0,3
5431,Old Madras Road,3715.0,6.0,224.5,4
5434,Old Madras Road,935.0,2.0,45.0,2
5436,Old Madras Road,1720.0,3.0,100.0,3
5437,Old Madras Road,1200.0,2.0,72.0,2
5438,Old Madras Road,1225.0,2.0,53.55,2
5439,Old Madras Road,1100.0,2.0,70.0,2
5440,Old Madras Road,2760.0,5.0,157.0,3
5441,Old Madras Road,1171.0,2.0,75.0,2
5442,Old Madras Road,935.0,2.0,45.0,2
5443,Old Madras Road,4500.0,7.0,294.0,5
5445,Old Madras Road,1065.0,2.0,47.86,2
5446,Old Madras Road,2010.0,3.0,125.0,4
5448,Old Madras Road,1480.0,2.0,84.0,3
5449,Old Madras Road,2990.0,5.0,210.0,3
5450,Old Madras Road,1210.0,2.0,74.0,2
5451,Old Madras Road,1171.0,2.0,72.0,2
5453,Old Madras Road,1480.0,3.0,95.0,3
5455,Old Madras Road,1210.0,2.0,80.0,2
5456,Old Madras Road,1859.0,3.0,121.0,3
5457,Old Madras Road,2990.0,5.0,173.0,3
5460,Old Madras Road,2300.0,3.0,142.0,3
5462,Old Madras Road,1210.0,2.0,80.0,2
5463,Old Madras Road,1210.0,2.0,77.0,2
5464,Old Madras Road,5020.0,7.0,287.0,5
5466,Old Madras Road,1330.0,2.0,74.0,2
5467,Old Madras Road,1720.0,3.0,106.0,3
5468,Old Madras Road,2640.0,5.0,150.0,3
5469,Old Madras Road,2990.0,3.0,170.0,3
5471,Old Madras Road,1171.0,2.0,73.0,2
5472,Old Madras Road,1630.0,3.0,110.0,3
5473,Old Madras Road,1165.0,2.0,52.0,2
5474,Old Madras Road,2640.0,2.0,170.0,2
5475,Old Madras Road,1165.0,2.0,51.42,2
5476,Padmanabhanagar,1020.0,2.0,63.0,2
5477,Padmanabhanagar,1176.0,2.0,62.0,2
5478,Padmanabhanagar,1258.0,2.0,115.0,2
5480,Padmanabhanagar,1100.0,2.0,65.0,2
5481,Padmanabhanagar,3400.0,3.0,210.0,4
5485,Padmanabhanagar,4500.0,4.0,360.0,3
5486,Padmanabhanagar,1200.0,2.0,60.0,2
5488,Padmanabhanagar,1000.0,1.0,90.0,2
5489,Padmanabhanagar,1067.0,2.0,52.0,2
5493,Padmanabhanagar,1100.0,2.0,60.0,2
5494,Padmanabhanagar,2051.0,3.0,180.0,3
5495,Padmanabhanagar,2051.0,3.0,170.0,3
5496,Pai Layout,1006.0,2.0,35.0,2
5497,Pai Layout,1550.0,2.0,90.0,3
5498,Pai Layout,1050.0,2.0,40.0,2
5499,Pai Layout,1400.0,2.0,67.0,3
5500,Pai Layout,1100.0,2.0,50.0,2
5501,Pai Layout,1255.0,2.0,80.0,2
5502,Pai Layout,1075.0,2.0,35.0,2
5503,Pai Layout,1400.0,2.0,57.5,2
5504,Pai Layout,1175.0,2.0,60.0,2
5505,Pai Layout,810.0,2.0,34.5,2
5506,Pai Layout,1000.0,2.0,34.0,2
5507,Pai Layout,1000.0,2.0,42.0,2
5508,Pai Layout,3800.0,6.0,175.0,6
5509,Pai Layout,1068.0,2.0,48.0,2
5510,Pai Layout,1510.0,2.0,65.0,3
5513,Panathur,1359.0,2.0,87.0,2
5514,Panathur,1438.0,2.0,100.0,2
5515,Panathur,1688.0,3.0,118.0,3
5517,Panathur,1198.0,2.0,77.0,2
5518,Panathur,1180.0,2.0,70.0,2
5519,Panathur,1546.0,3.0,99.0,3
5521,Panathur,1000.0,2.0,65.3,2
5522,Panathur,1109.0,2.0,63.0,2
5523,Panathur,1000.0,2.0,68.0,2
5524,Panathur,1255.0,2.0,79.0,2
5525,Panathur,1205.0,2.0,62.9,2
5526,Panathur,1198.0,2.0,82.0,2
5527,Panathur,1235.0,2.0,65.0,2
5528,Panathur,1210.0,2.0,80.0,2
5529,Panathur,1210.0,2.0,77.0,2
5530,Panathur,661.0,1.0,40.0,1
5531,Panathur,1210.0,2.0,78.0,2
5533,Panathur,1050.0,2.0,60.0,2
5534,Panathur,1398.0,2.0,97.0,2
5535,Panathur,1065.0,2.0,58.0,2
5536,Panathur,1007.0,2.0,64.0,2
5537,Panathur,1210.0,2.0,77.93,2
5538,Panathur,1230.0,2.0,80.0,2
5539,Panathur,980.0,2.0,57.0,2
5540,Panathur,1075.0,2.0,60.0,2
5541,Panathur,1210.0,2.0,69.0,2
5542,Panathur,1343.0,2.0,76.0,2
5543,Parappana Agrahara,1194.0,2.0,47.0,2
5544,Parappana Agrahara,1194.0,2.0,47.0,2
5545,Parappana Agrahara,1194.0,2.0,46.0,2
5546,Parappana Agrahara,1194.0,2.0,47.0,2
5547,Parappana Agrahara,1194.0,2.0,46.0,2
5548,Parappana Agrahara,1194.0,2.0,47.0,2
5549,Parappana Agrahara,1194.0,2.0,47.0,2
5550,Parappana Agrahara,1092.0,2.0,43.0,2
5551,Parappana Agrahara,1194.0,2.0,45.0,2
5552,Parappana Agrahara,1200.0,1.0,45.0,1
5553,Parappana Agrahara,1194.0,2.0,46.0,2
5554,Parappana Agrahara,1194.0,2.0,47.0,2
5555,Parappana Agrahara,1194.0,2.0,47.0,2
5556,Parappana Agrahara,1194.0,2.0,46.0,2
5557,Parappana Agrahara,1194.0,2.0,46.0,2
5558,Pattandur Agrahara,1550.0,2.0,80.0,3
5559,Pattandur Agrahara,1025.0,2.0,44.5,2
5560,Pattandur Agrahara,1247.0,2.0,59.8,2
5561,Pattandur Agrahara,900.0,2.0,42.0,2
5562,Pattandur Agrahara,1302.0,2.0,66.0,2
5563,Pattandur Agrahara,1550.0,2.0,80.0,3
5564,Pattandur Agrahara,1247.0,2.0,62.35,2
5565,Pattandur Agrahara,1350.0,2.0,68.0,2
5566,Poorna Pragna Layout,920.0,2.0,39.55,2
5569,Poorna Pragna Layout,1160.0,2.0,46.39,2
5572,Poorna Pragna Layout,965.0,2.0,48.0,2
5577,Poorna Pragna Layout,1160.0,2.0,46.39,2
5579,Poorna Pragna Layout,1160.0,2.0,46.39,2
5582,Poorna Pragna Layout,960.0,2.0,50.0,2
5584,Prithvi Layout,2028.0,4.0,162.0,4
5585,Prithvi Layout,1352.0,2.0,87.5,2
5586,Prithvi Layout,1190.0,2.0,68.0,2
5587,Prithvi Layout,1352.0,2.0,85.0,2
5588,Prithvi Layout,1352.0,2.0,75.0,2
5589,Prithvi Layout,2273.0,4.0,220.0,3
5590,Prithvi Layout,1352.0,3.0,93.0,2
5591,Prithvi Layout,2273.0,4.0,192.0,3
5592,Prithvi Layout,1352.0,2.0,72.0,2
5595,R.T. Nagar,1200.0,2.0,120.0,2
5597,R.T. Nagar,1040.0,2.0,46.0,2
5598,R.T. Nagar,1200.0,2.0,45.0,2
5599,R.T. Nagar,1235.0,2.0,65.0,2
5600,R.T. Nagar,1140.0,3.0,130.0,3
5601,R.T. Nagar,970.0,2.0,55.0,2
5602,R.T. Nagar,1560.0,3.0,125.0,3
5603,R.T. Nagar,1200.0,2.0,60.0,2
5606,R.T. Nagar,1200.0,3.0,140.0,3
5607,R.T. Nagar,1100.0,3.0,125.0,2
5608,R.T. Nagar,1150.0,2.0,72.0,2
5609,R.T. Nagar,1500.0,4.0,185.0,4
5610,R.T. Nagar,3600.0,8.0,165.0,9
5611,R.T. Nagar,1080.0,2.0,48.0,2
5612,R.T. Nagar,1325.0,2.0,52.0,2
5614,R.T. Nagar,1300.0,3.0,145.0,3
5616,R.T. Nagar,1100.0,2.0,85.0,2
5617,R.T. Nagar,1667.0,3.0,130.0,3
5618,Rachenahalli,1050.0,2.0,52.07,2
5620,Rachenahalli,1050.0,2.0,55.5,2
5622,Rachenahalli,1050.0,2.0,53.5,2
5624,Rachenahalli,1220.0,2.0,59.5,2
5625,Rachenahalli,1050.0,2.0,52.5,2
5627,Rachenahalli,1050.0,2.0,52.1,2
5628,Rachenahalli,1050.0,2.0,53.5,2
5629,Rachenahalli,1113.0,2.0,55.0,2
5630,Rachenahalli,3657.0,5.0,220.0,4
5634,Rachenahalli,680.0,1.0,32.64,1
5635,Rachenahalli,1050.0,2.0,52.5,2
5638,Rachenahalli,690.0,1.0,39.8,1
5639,Rachenahalli,1200.0,2.0,50.0,2
5640,Rachenahalli,1050.0,2.0,47.25,2
5641,Rachenahalli,1050.0,2.0,55.5,2
5642,Rachenahalli,985.0,2.0,49.97,2
5643,Rachenahalli,1050.0,2.0,52.5,2
5644,Rachenahalli,1050.0,2.0,52.08,2
5646,Rachenahalli,1050.0,2.0,52.07,2
5648,Rachenahalli,1050.0,2.0,52.08,2
5649,Rachenahalli,985.0,2.0,49.97,2
5650,Rachenahalli,1856.0,3.0,106.0,3
5651,Rachenahalli,1050.0,2.0,52.5,2
5652,Rachenahalli,985.0,2.0,50.17,2
5653,Rachenahalli,2600.0,3.0,160.0,3
5656,Rachenahalli,985.0,2.0,50.17,2
5657,Rachenahalli,1050.0,2.0,52.71,2
5660,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5661,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5662,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5663,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5664,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5665,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5666,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5667,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5668,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5669,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5670,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
5671,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
5672,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
5673,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
5674,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5675,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5677,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5678,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
5679,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5680,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
5683,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5684,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
5685,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5686,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5687,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5688,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5689,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
5691,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5692,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
5693,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
5694,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
5696,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5697,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
5699,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5700,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
5701,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5702,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5703,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
5705,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
5706,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5708,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
5709,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5710,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
5711,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
5712,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
5713,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5714,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
5715,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5716,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5717,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
5718,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5719,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
5720,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5721,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5722,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
5723,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
5725,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5726,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5728,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
5729,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5730,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5731,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5732,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5733,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
5734,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5735,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
5737,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
5738,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
5740,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
5741,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
5742,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
5743,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
5744,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
5746,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
5747,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
5748,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
5749,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5751,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
5753,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5754,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
5755,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5756,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
5757,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
5758,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5759,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5762,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
5763,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
5764,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
5765,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
5766,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
5767,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
